UF,Capital,nPessoas,sexo,idad,raca,educ,anosEst,ocup,cnae,rendOcup,rendEfet,classeOcup1,classeOcup2,peso,ln_rendaOcup,experiencia,ano
São Paulo,,4,Mulher,41,Preta,Superior completo,16,2320,85029,2800,3500,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1890.85664198,7.9373746961633,19,2023
São Paulo,,2,Mulher,28,Branca,Superior incompleto ou equivalente,14,9334,48073,2800,2800,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,3164.34875891,7.9373746961633,8,2023
São Paulo,,3,Homem,28,Preta,Médio completo ou equivalente,13,3334,68000,2800,2800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,2675.07391608,7.9373746961633,9,2023
São Paulo,,3,Homem,53,Branca,Médio incompleto ou equivalente,12,3341,10010,2800,4600,Indústria geral,Técnicos e profissionais de nível médio,1810.33374933,7.9373746961633,35,2023
São Paulo,,3,Homem,60,Preta,Médio completo ou equivalente,13,4412,53001,2800,4600,"Transporte, armazenagem e correio ",Trabalhadores de apoio administrativo,1592.03218258,7.9373746961633,41,2023
São Paulo,,3,Mulher,50,Branca,Superior completo,17,2310,85014,2800,2800,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1540.64928607,7.9373746961633,27,2023
São Paulo,,4,Mulher,27,Branca,Superior completo,17,4110,48050,2800,2800,"Comércio, reparação de veículos automotores e motocicletas",Trabalhadores de apoio administrativo,1694.85796342,7.9373746961633,4,2023
São Paulo,,2,Homem,54,Branca,Superior completo,17,4110,69000,2800,2800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,899.3460854,7.9373746961633,31,2023
São Paulo,,1,Mulher,44,Branca,Médio completo ou equivalente,13,3322,48010,2800,2800,"Comércio, reparação de veículos automotores e motocicletas",Técnicos e profissionais de nível médio,1003.97751368,7.9373746961633,25,2023
São Paulo,,4,Homem,22,Branca,Médio completo ou equivalente,13,8122,25001,2800,2800,Indústria geral,Operadores de instalações e máquinas e montadores,1335.49850836,7.9373746961633,3,2023
São Paulo,,3,Homem,47,Branca,Médio completo ou equivalente,13,8322,48030,2800,2800,"Comércio, reparação de veículos automotores e motocicletas",Operadores de instalações e máquinas e montadores,1284.37038403,7.9373746961633,28,2023
São Paulo,,3,Homem,50,Branca,Superior completo,17,3322,48030,2800,4000,"Comércio, reparação de veículos automotores e motocicletas",Técnicos e profissionais de nível médio,1474.44517943,7.9373746961633,27,2023
São Paulo,,3,Mulher,47,Branca,Superior completo,17,2221,86002,2800,3700,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1474.44517943,7.9373746961633,24,2023
São Paulo,,4,Homem,33,Branca,Médio completo ou equivalente,13,1219,48075,2800,6000,"Comércio, reparação de veículos automotores e motocicletas",Diretores e gerentes,1236.19120286,7.9373746961633,14,2023
São Paulo,,2,Homem,47,Branca,Sem instrução e menos de 1 ano de estudo,1,7231,45020,2800,8400,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",904.22475487,7.9373746961633,40,2023
São Paulo,,2,Homem,27,Branca,Médio completo ou equivalente,13,7233,48075,2800,4500,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1082.76726214,7.9373746961633,8,2023
São Paulo,,4,Homem,60,Parda,Fundamental incompleto ou equivalente,7,9211,01117,2800,2800,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,528.96387153,7.9373746961633,47,2023
São Paulo,,3,Mulher,38,Amarela,Superior completo,17,6122,01205,2800,2800,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",377.15372504,7.9373746961633,15,2023
São Paulo,,3,Mulher,32,Amarela,Superior completo,17,4321,84013,2800,2800,"Administração pública, defesa e seguridade social ",Trabalhadores de apoio administrativo,261.4421318,7.9373746961633,9,2023
São Paulo,,3,Homem,37,Amarela,Médio completo ou equivalente,13,3513,62000,2800,2800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,263.83147946,7.9373746961633,18,2023
São Paulo,,3,Homem,40,Parda,Fundamental incompleto ou equivalente,6,6121,01201,2800,4200,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",95.33574157,7.9373746961633,28,2023
São Paulo,,5,Homem,50,Branca,Fundamental incompleto ou equivalente,7,8332,08001,2800,2800,Indústria geral,Operadores de instalações e máquinas e montadores,159.81450358,7.9373746961633,37,2023
São Paulo,,5,Homem,23,Preta,Médio completo ou equivalente,13,7112,81011,2800,3500,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",76.87057341,7.9373746961633,4,2023
São Paulo,,2,Homem,38,Parda,Médio completo ou equivalente,13,7231,45020,2800,2800,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",33.05321381,7.9373746961633,19,2023
São Paulo,,4,Mulher,35,Branca,Médio completo ou equivalente,13,3116,32001,2800,5600,Indústria geral,Técnicos e profissionais de nível médio,1730.002202,7.9373746961633,16,2023
São Paulo,,2,Mulher,54,Branca,Superior completo,17,2330,85013,2800,2800,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1282.28066292,7.9373746961633,31,2023
São Paulo,,3,Mulher,44,Parda,Médio completo ou equivalente,13,5142,96020,2800,2000,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",3820.85222536,7.9373746961633,25,2023
São Paulo,,3,Mulher,52,Branca,Superior completo,17,4110,84013,2800,4500,"Administração pública, defesa e seguridade social ",Trabalhadores de apoio administrativo,1061.05356848,7.9373746961633,29,2023
São Paulo,,4,Homem,45,Branca,Médio completo ou equivalente,13,7213,25001,2800,3200,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1768.24295956,7.9373746961633,26,2023
São Paulo,,2,Mulher,32,Branca,Superior completo,17,4110,78000,2800,4500,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,1663.1722882,7.9373746961633,9,2023
São Paulo,,2,Mulher,26,Branca,Superior completo,17,2635,87000,2800,3600,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1198.60718653,7.9373746961633,3,2023
São Paulo,,3,Homem,50,Branca,Fundamental completo ou equivalente,10,7233,25002,2800,2800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",447.11692828,7.9373746961633,34,2023
São Paulo,,2,Homem,47,Branca,Fundamental incompleto ou equivalente,6,9212,01402,2800,2800,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,118.95348281,7.9373746961633,35,2023
São Paulo,,5,Mulher,34,Branca,Médio incompleto ou equivalente,12,5311,41000,2800,3520,Construção,"Trabalhadores dos serviços, vendedores dos comércios e mercados",600.46186773,7.9373746961633,16,2023
São Paulo,,4,Homem,19,Parda,Médio completo ou equivalente,13,9211,01105,2800,2800,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,1279.58149699,7.9373746961633,0,2023
São Paulo,,3,Mulher,23,Branca,Superior completo,17,5230,48080,2800,2800,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1853.71253283,7.9373746961633,0,2023
São Paulo,,2,Mulher,49,Branca,Superior completo,17,4110,94010,2800,2800,Outros Serviços,Trabalhadores de apoio administrativo,1179.76499484,7.9373746961633,26,2023
São Paulo,,3,Homem,46,Preta,Médio completo ou equivalente,13,9313,41000,2800,2800,Construção,Ocupações elementares,1495.70484174,7.9373746961633,27,2023
São Paulo,,2,Homem,59,Branca,Médio completo ou equivalente,13,5223,48071,2800,2400,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1408.24175499,7.9373746961633,40,2023
São Paulo,,4,Homem,48,Parda,Fundamental incompleto ou equivalente,5,7112,03002,2800,0,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1255.42012112,7.9373746961633,37,2023
São Paulo,,3,Homem,22,Preta,Médio completo ou equivalente,13,7233,28000,2800,2800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1302.2472921,7.9373746961633,3,2023
São Paulo,,4,Homem,49,Branca,Médio completo ou equivalente,13,7223,31000,2800,6500,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1038.89157945,7.9373746961633,30,2023
São Paulo,,1,Mulher,26,Branca,Médio completo ou equivalente,13,3341,82009,2800,3500,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1019.91511795,7.9373746961633,7,2023
São Paulo,,3,Mulher,30,Branca,Superior completo,17,5142,96020,2800,2800,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",429.93551798,7.9373746961633,7,2023
São Paulo,,1,Homem,20,Parda,Médio incompleto ou equivalente,12,6121,01201,2800,5600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",228.48744919,7.9373746961633,2,2023
São Paulo,,2,Homem,56,Parda,Fundamental incompleto ou equivalente,8,8332,10092,2800,2800,Indústria geral,Operadores de instalações e máquinas e montadores,97.60829021,7.9373746961633,42,2023
São Paulo,,3,Homem,37,Branca,Fundamental incompleto ou equivalente,7,9313,41000,2800,2800,Construção,Ocupações elementares,130.84708559,7.9373746961633,24,2023
São Paulo,,3,Homem,53,Parda,Fundamental incompleto ou equivalente,6,9112,01201,2800,2800,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,1353.96111694,7.9373746961633,41,2023
São Paulo,,2,Mulher,60,Branca,Superior completo,17,2611,69000,2800,2800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,999.27013157,7.9373746961633,37,2023
São Paulo,,3,Homem,57,Branca,Fundamental incompleto ou equivalente,2,6210,16001,2800,4200,Indústria geral,"Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",1726.1594142,7.9373746961633,49,2023
São Paulo,,3,Mulher,42,Branca,Superior completo,17,0412,84016,2800,5000,"Administração pública, defesa e seguridade social ","Membros das forças armadas, policiais e bombeiros militares",541.08980996,7.9373746961633,19,2023
São Paulo,,4,Mulher,22,Branca,Superior completo,17,2611,69000,2800,2800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1266.90399503,7.9373746961633,0,2023
São Paulo,,3,Mulher,47,Branca,Superior completo,17,2264,84013,2800,3800,"Administração pública, defesa e seguridade social ",Profissionais das ciências e intelectuais,1702.31077748,7.9373746961633,24,2023
São Paulo,,5,Homem,21,Branca,Médio completo ou equivalente,13,7511,48030,2800,2800,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",3127.0634713,7.9373746961633,2,2023
São Paulo,,2,Mulher,43,Branca,Médio completo ou equivalente,13,3221,86001,2800,5400,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,2425.37024434,7.9373746961633,24,2023
São Paulo,,3,Homem,29,Preta,Médio completo ou equivalente,13,7233,24002,2800,2800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2480.58446889,7.9373746961633,10,2023
São Paulo,,4,Homem,61,Parda,Fundamental incompleto ou equivalente,9,7231,49030,2800,2800,"Transporte, armazenagem e correio ","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2293.83407019,7.9373746961633,46,2023
São Paulo,,2,Mulher,64,Branca,Superior completo,17,5311,85011,2800,2800,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",1402.39915795,7.9373746961633,41,2023
São Paulo,,3,Homem,35,Branca,Médio completo ou equivalente,13,7543,24002,2800,2800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",230.46803997,7.9373746961633,16,2023
São Paulo,,3,Homem,31,Branca,Médio completo ou equivalente,14,7126,43000,2800,2800,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",319.47308249,7.9373746961633,11,2023
São Paulo,,2,Homem,52,Branca,Fundamental incompleto ou equivalente,8,9212,01102,2800,2800,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,207.95599829,7.9373746961633,38,2023
São Paulo,,3,Homem,30,Branca,Médio completo ou equivalente,13,5414,84016,2800,2800,"Administração pública, defesa e seguridade social ","Trabalhadores dos serviços, vendedores dos comércios e mercados",349.44261182,7.9373746961633,11,2023
São Paulo,,3,Mulher,36,Branca,Superior completo,17,5414,84016,2800,2800,"Administração pública, defesa e seguridade social ","Trabalhadores dos serviços, vendedores dos comércios e mercados",349.44261182,7.9373746961633,13,2023
São Paulo,,2,Homem,57,Parda,Fundamental incompleto ou equivalente,6,8332,49040,2800,2800,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,267.56843668,7.9373746961633,45,2023
São Paulo,,4,Mulher,59,Parda,Fundamental incompleto ou equivalente,7,9111,97000,2800,2800,Serviços domésticos,Ocupações elementares,391.99182452,7.9373746961633,46,2023
São Paulo,,2,Homem,28,Parda,Médio completo ou equivalente,13,8121,29002,2800,2800,Indústria geral,Operadores de instalações e máquinas e montadores,969.904517,7.9373746961633,9,2023
São Paulo,,4,Mulher,56,Branca,Superior completo,16,5321,88000,2800,2800,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",2101.36967426,7.9373746961633,34,2023
São Paulo,,3,Homem,30,Branca,Médio completo ou equivalente,13,8322,94091,2800,2800,Outros Serviços,Operadores de instalações e máquinas e montadores,1281.06531766,7.9373746961633,11,2023
São Paulo,,2,Mulher,29,Branca,Superior incompleto ou equivalente,15,3513,62000,2800,2800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,2033.89383199,7.9373746961633,8,2023
São Paulo,,2,Homem,29,Branca,Médio completo ou equivalente,13,0412,84016,2800,2800,"Administração pública, defesa e seguridade social ","Membros das forças armadas, policiais e bombeiros militares",1544.87203672,7.9373746961633,10,2023
São Paulo,,2,Homem,58,Branca,Médio completo ou equivalente,13,7233,33001,2800,2900,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1074.64510354,7.9373746961633,39,2023
São Paulo,,4,Homem,40,Branca,Sem instrução e menos de 1 ano de estudo,1,8332,02000,2800,5000,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Operadores de instalações e máquinas e montadores,584.63964127,7.9373746961633,33,2023
São Paulo,,2,Mulher,39,Branca,Médio completo ou equivalente,13,4110,68000,2770,4000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,1315.08180475,7.92660259918138,20,2023
São Paulo,Município de São Paulo (SP),2,Homem,23,Branca,Superior completo,17,2611,69000,2750,2750,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,2430.3061268,7.91935619066062,0,2023
São Paulo,,5,Homem,34,Parda,Superior completo,17,1321,10099,2750,2750,Indústria geral,Diretores e gerentes,1013.54320622,7.91935619066062,11,2023
São Paulo,,5,Mulher,26,Preta,Superior completo,17,3339,48071,2750,2750,"Comércio, reparação de veículos automotores e motocicletas",Técnicos e profissionais de nível médio,1848.68095446,7.91935619066062,3,2023
São Paulo,,2,Homem,34,Branca,Médio completo ou equivalente,13,7112,41000,2750,1000,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",130.76432472,7.91935619066062,15,2023
São Paulo,,2,Mulher,34,Branca,Médio incompleto ou equivalente,11,8153,14001,2750,2500,Indústria geral,Operadores de instalações e máquinas e montadores,130.76432472,7.91935619066062,17,2023
São Paulo,,2,Mulher,50,Branca,Fundamental incompleto ou equivalente,9,9211,02000,2750,4000,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,97.09897275,7.91935619066062,35,2023
São Paulo,,3,Homem,25,Branca,Médio completo ou equivalente,13,7512,10099,2720,7714,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2600.01043152,7.90838715929004,6,2023
São Paulo,,4,Mulher,24,Branca,Superior completo,16,4311,84013,2715,2715,"Administração pública, defesa e seguridade social ",Trabalhadores de apoio administrativo,2037.71699455,7.90654723236804,2,2023
São Paulo,Município de São Paulo (SP),2,Homem,42,Branca,Superior completo,17,2310,85014,2700,7200,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,2066.48844232,7.90100705199242,19,2023
São Paulo,Município de São Paulo (SP),4,Homem,34,Branca,Médio completo ou equivalente,13,3513,62000,2700,2700,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1824.34531111,7.90100705199242,15,2023
São Paulo,Município de São Paulo (SP),3,Homem,33,Branca,Médio completo ou equivalente,13,3521,60002,2700,3200,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1271.90591107,7.90100705199242,14,2023
São Paulo,Município de São Paulo (SP),4,Homem,52,Parda,Médio incompleto ou equivalente,12,8332,48079,2700,5000,"Comércio, reparação de veículos automotores e motocicletas",Operadores de instalações e máquinas e montadores,1101.36436984,7.90100705199242,34,2023
São Paulo,Município de São Paulo (SP),5,Homem,35,Preta,Médio completo ou equivalente,13,5414,80000,2700,7200,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1061.33404526,7.90100705199242,16,2023
São Paulo,Município de São Paulo (SP),3,Mulher,29,Branca,Superior completo,17,2421,66002,2700,4100,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1454.01538955,7.90100705199242,6,2023
São Paulo,Município de São Paulo (SP),3,Homem,36,Branca,Fundamental incompleto ou equivalente,2,3123,41000,2700,2700,Construção,Técnicos e profissionais de nível médio,2851.84883853,7.90100705199242,28,2023
São Paulo,Município de São Paulo (SP),3,Mulher,22,Branca,Superior incompleto ou equivalente,15,3221,82009,2700,4000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1756.87603248,7.90100705199242,1,2023
São Paulo,Município de São Paulo (SP),3,Mulher,27,Branca,Superior completo,17,2411,64000,2700,4000,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1100.00243293,7.90100705199242,4,2023
São Paulo,Município de São Paulo (SP),3,Homem,62,Branca,Fundamental incompleto ou equivalente,2,5243,41000,2700,2700,Construção,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1100.00243293,7.90100705199242,54,2023
São Paulo,,4,Mulher,55,Parda,Fundamental completo ou equivalente,10,4229,86001,2700,2700,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1611.70180678,7.90100705199242,39,2023
São Paulo,,3,Homem,20,Branca,Superior incompleto ou equivalente,14,4311,85014,2700,2700,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1396.12169383,7.90100705199242,0,2023
São Paulo,,3,Mulher,44,Parda,Médio completo ou equivalente,13,3339,51000,2700,2700,"Transporte, armazenagem e correio ",Técnicos e profissionais de nível médio,1537.72556856,7.90100705199242,25,2023
São Paulo,,2,Homem,52,Branca,Superior completo,17,5245,48060,2700,2700,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",143.40405449,7.90100705199242,29,2023
São Paulo,,5,Homem,37,Branca,Fundamental incompleto ou equivalente,2,7112,41000,2700,2700,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1184.05716768,7.90100705199242,29,2023
São Paulo,,5,Homem,41,Branca,Fundamental incompleto ou equivalente,5,4321,48079,2700,2700,"Comércio, reparação de veículos automotores e motocicletas",Trabalhadores de apoio administrativo,992.95100416,7.90100705199242,30,2023
São Paulo,,3,Mulher,38,Parda,Superior completo,17,2341,85012,2700,2700,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,2444.81476135,7.90100705199242,15,2023
São Paulo,,2,Mulher,35,Preta,Superior completo,15,4110,71000,2700,2800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,740.20130157,7.90100705199242,14,2023
São Paulo,,3,Homem,29,Branca,Médio completo ou equivalente,13,7212,25001,2700,3700,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1706.18483111,7.90100705199242,10,2023
São Paulo,,1,Homem,51,Branca,Médio incompleto ou equivalente,12,5131,56011,2700,5400,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",3466.92074632,7.90100705199242,33,2023
São Paulo,,2,Homem,38,Parda,Médio completo ou equivalente,13,7522,48073,2700,3500,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2424.68368437,7.90100705199242,19,2023
São Paulo,,4,Homem,29,Parda,Médio completo ou equivalente,13,8344,29002,2700,4200,Indústria geral,Operadores de instalações e máquinas e montadores,2883.61643634,7.90100705199242,10,2023
São Paulo,,2,Mulher,54,Branca,Fundamental completo ou equivalente,10,1412,56011,2700,2700,Alojamento e alimentação ,Diretores e gerentes,1706.27199337,7.90100705199242,38,2023
São Paulo,,4,Mulher,48,Branca,Superior completo,17,3221,86001,2700,4800,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,718.29947409,7.90100705199242,25,2023
São Paulo,,2,Homem,63,Branca,Médio completo ou equivalente,14,5153,81012,2700,2700,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1087.92159763,7.90100705199242,43,2023
São Paulo,,1,Homem,27,Parda,Médio completo ou equivalente,13,7233,20090,2700,2700,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2326.90181917,7.90100705199242,8,2023
São Paulo,,6,Homem,22,Parda,Superior incompleto ou equivalente,14,3112,41000,2700,2700,Construção,Técnicos e profissionais de nível médio,1753.24934281,7.90100705199242,2,2023
São Paulo,,4,Homem,44,Branca,Superior completo,17,5153,85012,2700,7200,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",1577.00123851,7.90100705199242,21,2023
São Paulo,,2,Homem,61,Branca,Fundamental completo ou equivalente,10,7511,48030,2700,4050,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",378.12338921,7.90100705199242,45,2023
São Paulo,,2,Mulher,24,Branca,Superior completo,17,2431,62000,2700,2700,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,528.22593615,7.90100705199242,1,2023
São Paulo,,5,Mulher,46,Branca,Fundamental incompleto ou equivalente,5,5120,97000,2700,2700,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1677.25333942,7.90100705199242,35,2023
São Paulo,,5,Homem,28,Parda,Fundamental incompleto ou equivalente,7,8341,01107,2700,3400,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Operadores de instalações e máquinas e montadores,2659.19443886,7.90100705199242,15,2023
São Paulo,,2,Homem,47,Parda,Fundamental incompleto ou equivalente,7,8332,49040,2700,4000,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,1641.26128416,7.90100705199242,34,2023
São Paulo,,4,Homem,21,Branca,Médio completo ou equivalente,13,4225,85029,2700,2700,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1507.05178481,7.90100705199242,2,2023
São Paulo,,3,Mulher,59,Branca,Superior completo,17,2342,85012,2700,2700,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,243.82163903,7.90100705199242,36,2023
São Paulo,,1,Homem,47,Branca,Fundamental completo ou equivalente,10,6111,01112,2700,2700,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",385.75356342,7.90100705199242,31,2023
São Paulo,,2,Mulher,61,Preta,Médio completo ou equivalente,13,3253,84013,2700,5400,"Administração pública, defesa e seguridade social ",Técnicos e profissionais de nível médio,1043.68760073,7.90100705199242,42,2023
São Paulo,,4,Homem,55,Parda,Fundamental incompleto ou equivalente,8,8332,49040,2700,2700,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,1619.83516296,7.90100705199242,41,2023
São Paulo,,2,Homem,61,Branca,Médio completo ou equivalente,13,7412,45020,2700,2700,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",919.74737053,7.90100705199242,42,2023
São Paulo,,3,Homem,43,Branca,Médio incompleto ou equivalente,12,6121,01201,2700,2700,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",689.41584447,7.90100705199242,25,2023
São Paulo,,5,Homem,39,Preta,Fundamental incompleto ou equivalente,8,9112,01107,2700,2700,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,141.17947176,7.90100705199242,25,2023
São Paulo,,1,Homem,59,Branca,Fundamental completo ou equivalente,10,9215,01117,2700,1200,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,111.08425706,7.90100705199242,43,2023
São Paulo,,6,Homem,39,Parda,Médio incompleto ou equivalente,12,1311,01201,2700,2700,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Diretores e gerentes,104.05441864,7.90100705199242,21,2023
São Paulo,,5,Homem,44,Parda,Superior completo,16,7223,29002,2700,2700,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2371.67177469,7.90100705199242,22,2023
São Paulo,,8,Homem,63,Branca,Fundamental incompleto ou equivalente,2,9313,41000,2700,2700,Construção,Ocupações elementares,1632.79366934,7.90100705199242,55,2023
São Paulo,,8,Homem,23,Branca,Médio completo ou equivalente,13,8211,29001,2700,2700,Indústria geral,Operadores de instalações e máquinas e montadores,1632.79366934,7.90100705199242,4,2023
São Paulo,,4,Homem,31,Preta,Superior completo,17,4110,20020,2700,3700,Indústria geral,Trabalhadores de apoio administrativo,2357.65345649,7.90100705199242,8,2023
São Paulo,,4,Mulher,46,Branca,Superior completo,17,4110,71000,2700,2700,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,1978.12435327,7.90100705199242,23,2023
São Paulo,,5,Mulher,25,Branca,Médio incompleto ou equivalente,12,8153,14001,2700,900,Indústria geral,Operadores de instalações e máquinas e montadores,430.01342431,7.90100705199242,7,2023
São Paulo,,4,Homem,20,Branca,Superior completo,16,2514,62000,2700,2700,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1858.034446,7.90100705199242,0,2023
